total_velas,total_verdes,total_rojas,total_dojis,verdes_variacion_%_ge_2,rojas_variacion_%_le_neg2,promedio_variacion_%_verdes,promedio_variacion_%_rojas,vela_mas_alcista_fecha,vela_mas_alcista_%,vela_mas_bajista_fecha,vela_mas_bajista_%
257,114,142,1,45,55,2.5162,-2.1642,2026-02-14 00:00:00+00:00,14.8531,2026-02-05 00:00:00+00:00,-14.7742
