symbol,direccion,resultado,entrada_ts,salida_ts,horas_hasta_salida,pnl_neto_cop
SOL/USDT,CORTO,SL,2025-03-14 14:00:00+00:00,2025-03-14 19:00:00+00:00,5.0,-15492
ETH/USDT,CORTO,TP,2025-03-14 18:00:00+00:00,2025-03-16 11:00:00+00:00,41.0,14492
DOGE/USDT,CORTO,TP,2025-03-16 10:00:00+00:00,2025-03-16 13:00:00+00:00,3.0,14492
DOGE/USDT,LARGO,SL,2025-03-17 10:00:00+00:00,2025-03-18 01:00:00+00:00,15.0,-15985
XRP/USDT,LARGO,SL,2025-03-17 18:00:00+00:00,2025-03-18 01:00:00+00:00,7.0,-15985
DOGE/USDT,CORTO,TP,2025-03-18 02:00:00+00:00,2025-03-18 13:00:00+00:00,11.0,14492
ETH/USDT,CORTO,SL,2025-03-17 14:00:00+00:00,2025-03-19 10:00:00+00:00,44.0,-15492
XRP/USDT,LARGO,TP,2025-03-19 06:00:00+00:00,2025-03-19 13:00:00+00:00,7.0,13985
SOL/USDT,CORTO,SL,2025-03-20 18:00:00+00:00,2025-03-22 09:00:00+00:00,39.0,-15492
DOGE/USDT,CORTO,SL,2025-03-20 18:00:00+00:00,2025-03-24 00:00:00+00:00,78.0,-15493
ETH/USDT,LARGO,TP,2025-03-22 06:00:00+00:00,2025-03-24 05:00:00+00:00,47.0,13985
XRP/USDT,LARGO,TP,2025-03-23 10:00:00+00:00,2025-03-24 05:00:00+00:00,19.0,13985
ETH/USDT,LARGO,SL,2025-03-24 06:00:00+00:00,2025-03-26 17:00:00+00:00,59.0,-15985
XRP/USDT,LARGO,SL,2025-03-25 18:00:00+00:00,2025-03-26 18:00:00+00:00,24.0,-15985
SOL/USDT,LARGO,SL,2025-03-26 18:00:00+00:00,2025-03-28 06:00:00+00:00,36.0,-15985
DOGE/USDT,LARGO,SL,2025-03-28 06:00:00+00:00,2025-03-28 21:00:00+00:00,15.0,-15985
XRP/USDT,CORTO,TP,2025-03-30 18:00:00+00:00,2025-03-31 00:00:00+00:00,6.0,14492
SOL/USDT,CORTO,SL,2025-03-31 10:00:00+00:00,2025-04-01 08:00:00+00:00,22.0,-15492
XRP/USDT,CORTO,SL,2025-04-02 06:00:00+00:00,2025-04-02 09:00:00+00:00,3.0,-15492
SOL/USDT,CORTO,SL,2025-04-02 02:00:00+00:00,2025-04-02 15:00:00+00:00,13.0,-15492
ETH/USDT,CORTO,SL,2025-04-02 14:00:00+00:00,2025-04-02 20:00:00+00:00,6.0,-15492
XRP/USDT,CORTO,SL,2025-04-02 22:00:00+00:00,2025-04-03 04:00:00+00:00,6.0,-15493
SOL/USDT,CORTO,TP,2025-04-02 22:00:00+00:00,2025-04-03 11:00:00+00:00,13.0,14492
DOGE/USDT,CORTO,TP,2025-04-02 22:00:00+00:00,2025-04-03 12:00:00+00:00,14.0,14492
DOGE/USDT,CORTO,TP,2025-04-05 22:00:00+00:00,2025-04-06 12:00:00+00:00,14.0,14492
ETH/USDT,CORTO,TP,2025-04-02 22:00:00+00:00,2025-04-06 13:00:00+00:00,87.0,14492
SOL/USDT,CORTO,TP,2025-04-05 14:00:00+00:00,2025-04-06 13:00:00+00:00,23.0,14492
XRP/USDT,CORTO,TP,2025-04-06 10:00:00+00:00,2025-04-06 17:00:00+00:00,7.0,14492
XRP/USDT,CORTO,SL,2025-04-08 06:00:00+00:00,2025-04-08 11:00:00+00:00,5.0,-15492
XRP/USDT,CORTO,TP,2025-04-08 18:00:00+00:00,2025-04-08 22:00:00+00:00,4.0,14492
DOGE/USDT,CORTO,TP,2025-04-08 18:00:00+00:00,2025-04-09 01:00:00+00:00,7.0,14492
SOL/USDT,CORTO,TP,2025-04-08 18:00:00+00:00,2025-04-09 01:00:00+00:00,7.0,14492
ETH/USDT,CORTO,SL,2025-04-09 18:00:00+00:00,2025-04-09 20:00:00+00:00,2.0,-15492
ETH/USDT,CORTO,TP,2025-04-09 22:00:00+00:00,2025-04-10 03:00:00+00:00,5.0,14492
SOL/USDT,LARGO,SL,2025-04-09 18:00:00+00:00,2025-04-10 07:00:00+00:00,13.0,-15985
SOL/USDT,CORTO,SL,2025-04-10 18:00:00+00:00,2025-04-11 02:00:00+00:00,8.0,-15492
DOGE/USDT,CORTO,SL,2025-04-10 18:00:00+00:00,2025-04-11 06:00:00+00:00,12.0,-15492
ETH/USDT,CORTO,SL,2025-04-10 18:00:00+00:00,2025-04-11 08:00:00+00:00,14.0,-15492
SOL/USDT,LARGO,TP,2025-04-11 02:00:00+00:00,2025-04-11 08:00:00+00:00,6.0,13985
ETH/USDT,CORTO,SL,2025-04-13 14:00:00+00:00,2025-04-13 17:00:00+00:00,3.0,-15492
DOGE/USDT,LARGO,SL,2025-04-13 18:00:00+00:00,2025-04-13 19:00:00+00:00,1.0,-15985
ETH/USDT,LARGO,TP,2025-04-14 02:00:00+00:00,2025-04-14 10:00:00+00:00,8.0,13985
SOL/USDT,LARGO,SL,2025-04-14 02:00:00+00:00,2025-04-14 15:00:00+00:00,13.0,-15985
DOGE/USDT,LARGO,SL,2025-04-14 06:00:00+00:00,2025-04-14 15:00:00+00:00,9.0,-15985
SOL/USDT,LARGO,SL,2025-04-15 10:00:00+00:00,2025-04-15 17:00:00+00:00,7.0,-15985
XRP/USDT,LARGO,SL,2025-04-14 14:00:00+00:00,2025-04-15 22:00:00+00:00,32.0,-15985
SOL/USDT,LARGO,TP,2025-04-16 22:00:00+00:00,2025-04-17 18:00:00+00:00,20.0,13985
DOGE/USDT,CORTO,SL,2025-04-18 02:00:00+00:00,2025-04-19 03:00:00+00:00,25.0,-15492
DOGE/USDT,CORTO,TP,2025-04-19 22:00:00+00:00,2025-04-20 10:00:00+00:00,12.0,14492
DOGE/USDT,CORTO,SL,2025-04-20 10:00:00+00:00,2025-04-21 00:00:00+00:00,14.0,-15492
ETH/USDT,LARGO,TP,2025-04-17 06:00:00+00:00,2025-04-21 05:00:00+00:00,95.0,13985
SOL/USDT,LARGO,SL,2025-04-21 02:00:00+00:00,2025-04-21 16:00:00+00:00,14.0,-15985
ETH/USDT,CORTO,SL,2025-04-21 18:00:00+00:00,2025-04-22 07:00:00+00:00,13.0,-15492
DOGE/USDT,LARGO,TP,2025-04-21 02:00:00+00:00,2025-04-22 12:00:00+00:00,34.0,13985
SOL/USDT,LARGO,TP,2025-04-22 06:00:00+00:00,2025-04-22 13:00:00+00:00,7.0,13985
XRP/USDT,LARGO,TP,2025-04-17 10:00:00+00:00,2025-04-22 14:00:00+00:00,124.0,13985
ETH/USDT,LARGO,TP,2025-04-22 10:00:00+00:00,2025-04-22 14:00:00+00:00,4.0,13985
SOL/USDT,LARGO,TP,2025-04-24 18:00:00+00:00,2025-04-25 12:00:00+00:00,18.0,13985
DOGE/USDT,LARGO,TP,2025-04-24 18:00:00+00:00,2025-04-25 14:00:00+00:00,20.0,13985
ETH/USDT,LARGO,TP,2025-04-25 06:00:00+00:00,2025-04-26 08:00:00+00:00,26.0,13985
XRP/USDT,LARGO,TP,2025-04-24 22:00:00+00:00,2025-04-27 12:00:00+00:00,62.0,13985
SOL/USDT,LARGO,SL,2025-04-27 18:00:00+00:00,2025-04-28 01:00:00+00:00,7.0,-15985
SOL/USDT,CORTO,SL,2025-04-28 02:00:00+00:00,2025-04-28 06:00:00+00:00,4.0,-15493
XRP/USDT,LARGO,TP,2025-04-27 14:00:00+00:00,2025-04-28 07:00:00+00:00,17.0,13985
SOL/USDT,LARGO,SL,2025-04-28 06:00:00+00:00,2025-04-28 15:00:00+00:00,9.0,-15985
ETH/USDT,LARGO,SL,2025-04-28 10:00:00+00:00,2025-04-28 15:00:00+00:00,5.0,-15985
DOGE/USDT,LARGO,SL,2025-04-28 10:00:00+00:00,2025-04-28 15:00:00+00:00,5.0,-15985
SOL/USDT,CORTO,TP,2025-04-28 18:00:00+00:00,2025-04-30 13:00:00+00:00,43.0,14492
ETH/USDT,LARGO,SL,2025-04-29 02:00:00+00:00,2025-04-30 13:00:00+00:00,35.0,-15985
ETH/USDT,LARGO,TP,2025-05-01 02:00:00+00:00,2025-05-01 15:00:00+00:00,13.0,13985
SOL/USDT,LARGO,SL,2025-05-02 14:00:00+00:00,2025-05-03 09:00:00+00:00,19.0,-15985
XRP/USDT,LARGO,SL,2025-05-01 14:00:00+00:00,2025-05-03 17:00:00+00:00,51.0,-15985
DOGE/USDT,CORTO,TP,2025-05-03 06:00:00+00:00,2025-05-04 10:00:00+00:00,28.0,14492
ETH/USDT,LARGO,SL,2025-05-03 22:00:00+00:00,2025-05-05 01:00:00+00:00,27.0,-15985
XRP/USDT,CORTO,TP,2025-05-04 10:00:00+00:00,2025-05-05 15:00:00+00:00,29.0,14492
SOL/USDT,CORTO,SL,2025-05-06 02:00:00+00:00,2025-05-07 00:00:00+00:00,22.0,-15492
ETH/USDT,LARGO,TP,2025-05-07 02:00:00+00:00,2025-05-08 03:00:00+00:00,25.0,13985
XRP/USDT,CORTO,SL,2025-05-07 18:00:00+00:00,2025-05-08 04:00:00+00:00,10.0,-15492
SOL/USDT,LARGO,TP,2025-05-12 02:00:00+00:00,2025-05-12 07:00:00+00:00,5.0,13985
XRP/USDT,LARGO,TP,2025-05-12 06:00:00+00:00,2025-05-12 11:00:00+00:00,5.0,13985
ETH/USDT,LARGO,TP,2025-05-13 14:00:00+00:00,2025-05-13 17:00:00+00:00,3.0,13985
SOL/USDT,LARGO,TP,2025-05-13 14:00:00+00:00,2025-05-13 17:00:00+00:00,3.0,13985
DOGE/USDT,LARGO,TP,2025-05-13 18:00:00+00:00,2025-05-14 05:00:00+00:00,11.0,13985
DOGE/USDT,LARGO,SL,2025-05-16 10:00:00+00:00,2025-05-16 20:00:00+00:00,10.0,-15985
SOL/USDT,CORTO,TP,2025-05-16 14:00:00+00:00,2025-05-16 22:00:00+00:00,8.0,14492
ETH/USDT,LARGO,SL,2025-05-16 06:00:00+00:00,2025-05-17 00:00:00+00:00,18.0,-15985
DOGE/USDT,CORTO,TP,2025-05-16 22:00:00+00:00,2025-05-17 01:00:00+00:00,3.0,14492
ETH/USDT,CORTO,TP,2025-05-18 22:00:00+00:00,2025-05-19 03:00:00+00:00,5.0,14492
SOL/USDT,CORTO,TP,2025-05-19 02:00:00+00:00,2025-05-19 06:00:00+00:00,4.0,14492
DOGE/USDT,CORTO,SL,2025-05-19 06:00:00+00:00,2025-05-19 14:00:00+00:00,8.0,-15493
XRP/USDT,CORTO,SL,2025-05-19 06:00:00+00:00,2025-05-19 15:00:00+00:00,9.0,-15492
DOGE/USDT,CORTO,SL,2025-05-20 14:00:00+00:00,2025-05-20 19:00:00+00:00,5.0,-15492
ETH/USDT,CORTO,SL,2025-05-20 18:00:00+00:00,2025-05-20 21:00:00+00:00,3.0,-15492
SOL/USDT,CORTO,SL,2025-05-20 14:00:00+00:00,2025-05-21 03:00:00+00:00,13.0,-15492
DOGE/USDT,LARGO,TP,2025-05-20 22:00:00+00:00,2025-05-21 05:00:00+00:00,7.0,13985
XRP/USDT,CORTO,SL,2025-05-20 10:00:00+00:00,2025-05-21 16:00:00+00:00,30.0,-15492
ETH/USDT,LARGO,TP,2025-05-22 02:00:00+00:00,2025-05-22 08:00:00+00:00,6.0,13985
XRP/USDT,CORTO,TP,2025-05-23 14:00:00+00:00,2025-05-23 23:00:00+00:00,9.0,14492
ETH/USDT,LARGO,TP,2025-05-26 02:00:00+00:00,2025-05-27 08:00:00+00:00,30.0,13985
DOGE/USDT,CORTO,SL,2025-05-27 02:00:00+00:00,2025-05-27 13:00:00+00:00,11.0,-15492
SOL/USDT,LARGO,SL,2025-05-26 02:00:00+00:00,2025-05-28 14:00:00+00:00,60.0,-15985
XRP/USDT,CORTO,TP,2025-05-26 18:00:00+00:00,2025-05-28 19:00:00+00:00,49.0,14492
DOGE/USDT,CORTO,TP,2025-05-28 02:00:00+00:00,2025-05-28 19:00:00+00:00,17.0,14492
XRP/USDT,CORTO,TP,2025-05-29 18:00:00+00:00,2025-05-30 00:00:00+00:00,6.0,14492
DOGE/USDT,CORTO,TP,2025-05-29 18:00:00+00:00,2025-05-30 00:00:00+00:00,6.0,14492
ETH/USDT,CORTO,SL,2025-06-02 06:00:00+00:00,2025-06-02 22:00:00+00:00,16.0,-15492
XRP/USDT,CORTO,SL,2025-06-01 10:00:00+00:00,2025-06-03 00:00:00+00:00,38.0,-15492
DOGE/USDT,CORTO,SL,2025-06-02 06:00:00+00:00,2025-06-03 00:00:00+00:00,18.0,-15492
SOL/USDT,CORTO,SL,2025-06-02 10:00:00+00:00,2025-06-03 00:00:00+00:00,14.0,-15493
SOL/USDT,CORTO,TP,2025-06-04 02:00:00+00:00,2025-06-05 11:00:00+00:00,33.0,14492
DOGE/USDT,CORTO,TP,2025-06-04 14:00:00+00:00,2025-06-05 16:00:00+00:00,26.0,14492
XRP/USDT,CORTO,TP,2025-06-04 22:00:00+00:00,2025-06-05 19:00:00+00:00,21.0,14492
SOL/USDT,CORTO,SL,2025-06-07 02:00:00+00:00,2025-06-07 07:00:00+00:00,5.0,-15493
SOL/USDT,CORTO,SL,2025-06-08 02:00:00+00:00,2025-06-08 19:00:00+00:00,17.0,-15492
ETH/USDT,CORTO,SL,2025-06-09 02:00:00+00:00,2025-06-09 16:00:00+00:00,14.0,-15493
DOGE/USDT,CORTO,SL,2025-06-08 10:00:00+00:00,2025-06-09 18:00:00+00:00,32.0,-15492
SOL/USDT,CORTO,SL,2025-06-15 10:00:00+00:00,2025-06-15 14:00:00+00:00,4.0,-15492
SOL/USDT,CORTO,SL,2025-06-15 14:00:00+00:00,2025-06-16 01:00:00+00:00,11.0,-15492
XRP/USDT,CORTO,SL,2025-06-14 18:00:00+00:00,2025-06-16 07:00:00+00:00,37.0,-15492
ETH/USDT,CORTO,SL,2025-06-15 22:00:00+00:00,2025-06-16 07:00:00+00:00,9.0,-15492
XRP/USDT,CORTO,SL,2025-06-16 10:00:00+00:00,2025-06-16 14:00:00+00:00,4.0,-15492
DOGE/USDT,CORTO,TP,2025-06-15 06:00:00+00:00,2025-06-17 00:00:00+00:00,42.0,14492
DOGE/USDT,CORTO,TP,2025-06-17 02:00:00+00:00,2025-06-17 15:00:00+00:00,13.0,14492
SOL/USDT,CORTO,TP,2025-06-17 02:00:00+00:00,2025-06-17 15:00:00+00:00,13.0,14492
ETH/USDT,CORTO,TP,2025-06-17 06:00:00+00:00,2025-06-17 15:00:00+00:00,9.0,14492
XRP/USDT,CORTO,TP,2025-06-17 10:00:00+00:00,2025-06-17 17:00:00+00:00,7.0,14492
DOGE/USDT,CORTO,TP,2025-06-19 14:00:00+00:00,2025-06-20 16:00:00+00:00,26.0,14492
XRP/USDT,CORTO,TP,2025-06-19 06:00:00+00:00,2025-06-20 17:00:00+00:00,35.0,14492
ETH/USDT,CORTO,TP,2025-06-19 14:00:00+00:00,2025-06-20 17:00:00+00:00,27.0,14492
SOL/USDT,CORTO,TP,2025-06-20 06:00:00+00:00,2025-06-20 17:00:00+00:00,11.0,14492
ETH/USDT,CORTO,TP,2025-06-20 18:00:00+00:00,2025-06-21 21:00:00+00:00,27.0,14492
SOL/USDT,CORTO,TP,2025-06-20 18:00:00+00:00,2025-06-21 21:00:00+00:00,27.0,14492
ETH/USDT,CORTO,SL,2025-06-23 22:00:00+00:00,2025-06-24 16:00:00+00:00,18.0,-15492
XRP/USDT,LARGO,TP,2025-06-23 22:00:00+00:00,2025-06-25 13:00:00+00:00,39.0,13985
DOGE/USDT,CORTO,TP,2025-06-23 22:00:00+00:00,2025-06-26 13:00:00+00:00,63.0,14492
SOL/USDT,LARGO,SL,2025-06-26 02:00:00+00:00,2025-06-26 13:00:00+00:00,11.0,-15985
SOL/USDT,CORTO,SL,2025-06-27 18:00:00+00:00,2025-06-28 07:00:00+00:00,13.0,-15492
DOGE/USDT,LARGO,TP,2025-06-28 02:00:00+00:00,2025-06-29 22:00:00+00:00,44.0,13985
ETH/USDT,LARGO,TP,2025-06-27 10:00:00+00:00,2025-06-29 23:00:00+00:00,61.0,13985
XRP/USDT,LARGO,TP,2025-06-28 02:00:00+00:00,2025-06-30 18:00:00+00:00,64.0,13985
XRP/USDT,LARGO,TP,2025-06-30 18:00:00+00:00,2025-06-30 19:00:00+00:00,1.0,13985
SOL/USDT,LARGO,SL,2025-06-30 18:00:00+00:00,2025-07-01 05:00:00+00:00,11.0,-15985
DOGE/USDT,LARGO,SL,2025-06-30 22:00:00+00:00,2025-07-01 12:00:00+00:00,14.0,-15985
SOL/USDT,LARGO,TP,2025-07-01 14:00:00+00:00,2025-07-02 16:00:00+00:00,26.0,13985
ETH/USDT,LARGO,TP,2025-07-02 10:00:00+00:00,2025-07-02 16:00:00+00:00,6.0,13985
DOGE/USDT,LARGO,TP,2025-07-02 14:00:00+00:00,2025-07-02 16:00:00+00:00,2.0,13985
SOL/USDT,LARGO,SL,2025-07-02 18:00:00+00:00,2025-07-04 14:00:00+00:00,44.0,-15985
ETH/USDT,LARGO,TP,2025-07-04 18:00:00+00:00,2025-07-06 13:00:00+00:00,43.0,13985
DOGE/USDT,LARGO,TP,2025-07-06 14:00:00+00:00,2025-07-07 03:00:00+00:00,13.0,13985
XRP/USDT,LARGO,TP,2025-07-02 18:00:00+00:00,2025-07-07 13:00:00+00:00,115.0,13985
ETH/USDT,LARGO,TP,2025-07-06 14:00:00+00:00,2025-07-09 05:00:00+00:00,63.0,13985
XRP/USDT,LARGO,TP,2025-07-08 10:00:00+00:00,2025-07-09 11:00:00+00:00,25.0,13985
DOGE/USDT,LARGO,TP,2025-07-08 14:00:00+00:00,2025-07-09 11:00:00+00:00,21.0,13985
SOL/USDT,LARGO,TP,2025-07-06 14:00:00+00:00,2025-07-09 19:00:00+00:00,77.0,13985
XRP/USDT,LARGO,TP,2025-07-13 02:00:00+00:00,2025-07-13 14:00:00+00:00,12.0,13985
ETH/USDT,LARGO,TP,2025-07-13 06:00:00+00:00,2025-07-14 03:00:00+00:00,21.0,13985
SOL/USDT,LARGO,TP,2025-07-13 10:00:00+00:00,2025-07-14 03:00:00+00:00,17.0,13985
DOGE/USDT,LARGO,TP,2025-07-13 14:00:00+00:00,2025-07-14 04:00:00+00:00,14.0,13985
DOGE/USDT,LARGO,TP,2025-07-15 02:00:00+00:00,2025-07-15 17:00:00+00:00,15.0,13985
ETH/USDT,LARGO,TP,2025-07-15 18:00:00+00:00,2025-07-16 06:00:00+00:00,12.0,13985
SOL/USDT,LARGO,TP,2025-07-16 02:00:00+00:00,2025-07-16 09:00:00+00:00,7.0,13985
XRP/USDT,LARGO,TP,2025-07-16 02:00:00+00:00,2025-07-16 13:00:00+00:00,11.0,13985
DOGE/USDT,LARGO,TP,2025-07-16 02:00:00+00:00,2025-07-16 14:00:00+00:00,12.0,13985
ETH/USDT,LARGO,TP,2025-07-19 22:00:00+00:00,2025-07-20 03:00:00+00:00,5.0,13985
SOL/USDT,LARGO,TP,2025-07-20 02:00:00+00:00,2025-07-20 13:00:00+00:00,11.0,13985
XRP/USDT,LARGO,SL,2025-07-20 10:00:00+00:00,2025-07-20 22:00:00+00:00,12.0,-15985
XRP/USDT,LARGO,SL,2025-07-22 18:00:00+00:00,2025-07-23 09:00:00+00:00,15.0,-15985
ETH/USDT,LARGO,SL,2025-07-23 02:00:00+00:00,2025-07-23 13:00:00+00:00,11.0,-15985
ETH/USDT,LARGO,SL,2025-07-24 14:00:00+00:00,2025-07-25 02:00:00+00:00,12.0,-15985
ETH/USDT,CORTO,SL,2025-07-25 06:00:00+00:00,2025-07-25 10:00:00+00:00,4.0,-15492
ETH/USDT,LARGO,SL,2025-07-25 10:00:00+00:00,2025-07-25 15:00:00+00:00,5.0,-15985
ETH/USDT,LARGO,TP,2025-07-25 22:00:00+00:00,2025-07-27 10:00:00+00:00,36.0,13985
SOL/USDT,LARGO,TP,2025-07-25 22:00:00+00:00,2025-07-28 02:00:00+00:00,52.0,13985
DOGE/USDT,CORTO,TP,2025-07-28 14:00:00+00:00,2025-07-28 22:00:00+00:00,8.0,14492
SOL/USDT,CORTO,TP,2025-07-28 18:00:00+00:00,2025-07-29 15:00:00+00:00,21.0,14492
XRP/USDT,CORTO,TP,2025-07-28 14:00:00+00:00,2025-07-29 16:00:00+00:00,26.0,14492
ETH/USDT,LARGO,SL,2025-07-29 10:00:00+00:00,2025-07-30 19:00:00+00:00,33.0,-15985
ETH/USDT,LARGO,SL,2025-07-31 02:00:00+00:00,2025-07-31 19:00:00+00:00,17.0,-15985
DOGE/USDT,CORTO,TP,2025-07-31 14:00:00+00:00,2025-07-31 23:00:00+00:00,9.0,14492
SOL/USDT,CORTO,TP,2025-07-31 14:00:00+00:00,2025-08-01 00:00:00+00:00,10.0,14492
XRP/USDT,CORTO,TP,2025-07-31 18:00:00+00:00,2025-08-01 00:00:00+00:00,6.0,14492
ETH/USDT,CORTO,SL,2025-08-04 02:00:00+00:00,2025-08-04 16:00:00+00:00,14.0,-15492
XRP/USDT,CORTO,SL,2025-08-04 02:00:00+00:00,2025-08-05 01:00:00+00:00,23.0,-15493
DOGE/USDT,CORTO,TP,2025-08-04 22:00:00+00:00,2025-08-05 07:00:00+00:00,9.0,14492
ETH/USDT,CORTO,TP,2025-08-04 18:00:00+00:00,2025-08-05 14:00:00+00:00,20.0,14492
DOGE/USDT,CORTO,SL,2025-08-05 14:00:00+00:00,2025-08-06 15:00:00+00:00,25.0,-15492
SOL/USDT,CORTO,SL,2025-08-05 18:00:00+00:00,2025-08-06 15:00:00+00:00,21.0,-15492
ETH/USDT,CORTO,SL,2025-08-05 18:00:00+00:00,2025-08-06 18:00:00+00:00,24.0,-15492
XRP/USDT,CORTO,SL,2025-08-05 18:00:00+00:00,2025-08-07 10:00:00+00:00,40.0,-15492
DOGE/USDT,LARGO,SL,2025-08-11 06:00:00+00:00,2025-08-11 11:00:00+00:00,5.0,-15985
SOL/USDT,LARGO,SL,2025-08-10 18:00:00+00:00,2025-08-11 13:00:00+00:00,19.0,-15985
XRP/USDT,LARGO,SL,2025-08-11 06:00:00+00:00,2025-08-11 15:00:00+00:00,9.0,-15985
ETH/USDT,LARGO,TP,2025-08-12 02:00:00+00:00,2025-08-12 12:00:00+00:00,10.0,13985
SOL/USDT,LARGO,TP,2025-08-11 22:00:00+00:00,2025-08-12 15:00:00+00:00,17.0,13985
SOL/USDT,LARGO,TP,2025-08-12 18:00:00+00:00,2025-08-13 00:00:00+00:00,6.0,13985
DOGE/USDT,LARGO,TP,2025-08-12 18:00:00+00:00,2025-08-13 04:00:00+00:00,10.0,13985
XRP/USDT,LARGO,TP,2025-08-12 18:00:00+00:00,2025-08-14 02:00:00+00:00,32.0,13985
DOGE/USDT,CORTO,TP,2025-08-14 14:00:00+00:00,2025-08-14 18:00:00+00:00,4.0,14492
SOL/USDT,LARGO,TP,2025-08-15 14:00:00+00:00,2025-08-17 04:00:00+00:00,38.0,13985
DOGE/USDT,CORTO,SL,2025-08-16 14:00:00+00:00,2025-08-17 04:00:00+00:00,14.0,-15492
ETH/USDT,LARGO,TP,2025-08-15 18:00:00+00:00,2025-08-17 08:00:00+00:00,38.0,13985
XRP/USDT,CORTO,TP,2025-08-16 22:00:00+00:00,2025-08-18 02:00:00+00:00,28.0,14492
DOGE/USDT,CORTO,TP,2025-08-18 02:00:00+00:00,2025-08-19 03:00:00+00:00,25.0,14492
SOL/USDT,CORTO,TP,2025-08-18 02:00:00+00:00,2025-08-19 03:00:00+00:00,25.0,14492
ETH/USDT,CORTO,TP,2025-08-18 02:00:00+00:00,2025-08-19 14:00:00+00:00,36.0,14492
XRP/USDT,CORTO,TP,2025-08-19 06:00:00+00:00,2025-08-19 15:00:00+00:00,9.0,14492
XRP/USDT,CORTO,TP,2025-08-21 10:00:00+00:00,2025-08-22 11:00:00+00:00,25.0,14492
DOGE/USDT,CORTO,TP,2025-08-21 14:00:00+00:00,2025-08-22 12:00:00+00:00,22.0,14492
ETH/USDT,CORTO,SL,2025-08-21 18:00:00+00:00,2025-08-22 14:00:00+00:00,20.0,-15493
SOL/USDT,CORTO,SL,2025-08-21 18:00:00+00:00,2025-08-22 14:00:00+00:00,20.0,-15492
SOL/USDT,LARGO,TP,2025-08-22 14:00:00+00:00,2025-08-22 16:00:00+00:00,2.0,13985
XRP/USDT,LARGO,SL,2025-08-22 18:00:00+00:00,2025-08-23 02:00:00+00:00,8.0,-15985
DOGE/USDT,LARGO,SL,2025-08-22 18:00:00+00:00,2025-08-23 02:00:00+00:00,8.0,-15985
XRP/USDT,LARGO,SL,2025-08-24 18:00:00+00:00,2025-08-24 19:00:00+00:00,1.0,-15985
DOGE/USDT,LARGO,SL,2025-08-24 18:00:00+00:00,2025-08-24 19:00:00+00:00,1.0,-15985
ETH/USDT,LARGO,TP,2025-08-25 10:00:00+00:00,2025-08-25 14:00:00+00:00,4.0,13985
XRP/USDT,LARGO,TP,2025-08-26 18:00:00+00:00,2025-08-26 19:00:00+00:00,1.0,13985
SOL/USDT,LARGO,TP,2025-08-26 22:00:00+00:00,2025-08-27 03:00:00+00:00,5.0,13985
ETH/USDT,LARGO,SL,2025-08-26 22:00:00+00:00,2025-08-28 16:00:00+00:00,42.0,-15985
XRP/USDT,LARGO,SL,2025-08-28 06:00:00+00:00,2025-08-29 05:00:00+00:00,23.0,-15985
ETH/USDT,CORTO,TP,2025-08-28 18:00:00+00:00,2025-08-29 08:00:00+00:00,14.0,14492
DOGE/USDT,CORTO,TP,2025-08-29 06:00:00+00:00,2025-08-29 17:00:00+00:00,11.0,14492
SOL/USDT,LARGO,SL,2025-08-31 14:00:00+00:00,2025-09-01 02:00:00+00:00,12.0,-15985
XRP/USDT,CORTO,TP,2025-08-31 14:00:00+00:00,2025-09-01 04:00:00+00:00,14.0,14492
DOGE/USDT,CORTO,SL,2025-09-01 02:00:00+00:00,2025-09-01 07:00:00+00:00,5.0,-15492
SOL/USDT,CORTO,SL,2025-09-01 02:00:00+00:00,2025-09-01 08:00:00+00:00,6.0,-15492
ETH/USDT,CORTO,TP,2025-09-01 02:00:00+00:00,2025-09-01 21:00:00+00:00,19.0,14492
SOL/USDT,LARGO,SL,2025-09-02 06:00:00+00:00,2025-09-02 12:00:00+00:00,6.0,-15985
ETH/USDT,CORTO,SL,2025-09-02 14:00:00+00:00,2025-09-03 14:00:00+00:00,24.0,-15493
ETH/USDT,LARGO,SL,2025-09-03 14:00:00+00:00,2025-09-04 14:00:00+00:00,24.0,-15985
ETH/USDT,CORTO,SL,2025-09-04 14:00:00+00:00,2025-09-05 12:00:00+00:00,22.0,-15492
XRP/USDT,CORTO,SL,2025-09-04 06:00:00+00:00,2025-09-07 14:00:00+00:00,80.0,-15492
DOGE/USDT,CORTO,SL,2025-09-04 10:00:00+00:00,2025-09-07 14:00:00+00:00,76.0,-15492
SOL/USDT,CORTO,SL,2025-09-05 18:00:00+00:00,2025-09-08 09:00:00+00:00,63.0,-15492
ETH/USDT,CORTO,SL,2025-09-05 18:00:00+00:00,2025-09-10 14:00:00+00:00,116.0,-15492
XRP/USDT,LARGO,TP,2025-09-10 10:00:00+00:00,2025-09-12 00:00:00+00:00,38.0,13985
SOL/USDT,LARGO,TP,2025-09-13 22:00:00+00:00,2025-09-14 02:00:00+00:00,4.0,13985
DOGE/USDT,LARGO,SL,2025-09-16 22:00:00+00:00,2025-09-17 14:00:00+00:00,16.0,-15985
SOL/USDT,LARGO,TP,2025-09-16 18:00:00+00:00,2025-09-17 22:00:00+00:00,28.0,13985
XRP/USDT,LARGO,TP,2025-09-14 14:00:00+00:00,2025-09-18 09:00:00+00:00,91.0,13985
SOL/USDT,LARGO,TP,2025-09-17 22:00:00+00:00,2025-09-18 17:00:00+00:00,19.0,13985
